ts,bayId,T,RH,soil_theta,PPFD,CO2,ext_T,irrigation_liters,pump_on
2025-08-26 01:00:00,A1,27.77,63.53,0.293,-9.6,403.0,31.55,0.0,0
2025-08-26 01:10:00,A1,26.88,63.0,0.2918,53.9,412.0,31.3,0.0,0
2025-08-26 01:20:00,A1,27.58,66.2,0.2909,6.9,394.4,31.04,0.0,0
2025-08-26 01:30:00,A1,26.97,63.94,0.2897,14.9,385.1,30.78,0.0,0
2025-08-26 01:40:00,A1,27.01,66.4,0.2889,20.0,379.4,30.52,0.0,0
2025-08-26 01:50:00,A1,26.64,66.91,0.2871,12.6,393.5,30.26,0.0,0
2025-08-26 02:00:00,A1,25.5,69.67,0.286,25.2,399.9,30.0,0.0,0
2025-08-26 02:10:00,A1,25.4,69.01,0.2847,-18.5,394.5,29.74,0.0,0
2025-08-26 02:20:00,A1,25.93,68.55,0.2839,-16.7,390.4,29.48,0.0,0
2025-08-26 02:30:00,A1,25.58,70.77,0.2836,-33.0,385.5,29.22,0.0,0
2025-08-26 02:40:00,A1,24.95,72.42,0.2831,13.2,381.4,28.96,0.0,0
2025-08-26 02:50:00,A1,24.77,71.25,0.2811,23.4,396.7,28.7,0.0,0
2025-08-26 03:00:00,A1,25.21,70.63,0.2813,13.7,397.3,28.45,0.0,0
2025-08-26 03:10:00,A1,23.84,68.44,0.2807,50.2,377.7,28.2,0.0,0
2025-08-26 03:20:00,A1,24.28,69.36,0.3011,-0.2,402.8,27.95,2.156,1
2025-08-26 03:30:00,A1,23.58,71.29,0.3,20.1,394.8,27.7,0.0,0
2025-08-26 03:40:00,A1,23.33,71.07,0.2994,-32.8,401.7,27.46,0.0,0
2025-08-26 03:50:00,A1,23.89,72.28,0.2984,-11.6,380.0,27.23,0.0,0
2025-08-26 04:00:00,A1,23.5,73.1,0.2974,20.9,380.1,27.0,0.0,0
2025-08-26 04:10:00,A1,23.26,74.36,0.2963,25.5,390.2,26.78,0.0,0
2025-08-26 04:20:00,A1,23.34,73.45,0.2949,-8.8,395.8,26.56,0.0,0
2025-08-26 04:30:00,A1,22.36,74.83,0.2942,-2.1,406.7,26.35,0.0,0
2025-08-26 04:40:00,A1,22.55,74.22,0.2939,-45.5,398.5,26.14,0.0,0
2025-08-26 04:50:00,A1,21.76,70.35,0.2935,-10.7,391.4,25.95,0.0,0
2025-08-26 05:00:00,A1,21.95,72.61,0.2932,26.7,385.8,25.76,0.0,0
2025-08-26 05:10:00,A1,21.5,74.36,0.2927,17.3,404.5,25.58,0.0,0
2025-08-26 05:20:00,A1,21.46,72.35,0.2917,15.0,387.7,25.4,0.0,0
2025-08-26 05:30:00,A1,21.6,76.07,0.2915,1.5,409.2,25.24,0.0,0
2025-08-26 05:40:00,A1,20.59,78.0,0.2902,0.2,394.7,25.09,0.0,0
2025-08-26 05:50:00,A1,22.2,77.42,0.2891,-19.8,410.6,24.94,0.0,0
2025-08-26 06:00:00,A1,20.2,74.57,0.2879,21.0,404.2,24.8,0.0,0
2025-08-26 06:10:00,A1,19.95,77.97,0.2879,56.2,398.6,24.68,0.0,0
2025-08-26 06:20:00,A1,21.26,75.24,0.2876,101.9,396.6,24.56,0.0,0
2025-08-26 06:30:00,A1,20.93,74.2,0.2871,114.7,399.0,24.46,0.0,0
2025-08-26 06:40:00,A1,20.74,73.55,0.287,109.0,406.2,24.36,0.0,0
2025-08-26 06:50:00,A1,20.65,74.04,0.2858,249.4,404.5,24.28,0.0,0
2025-08-26 07:00:00,A1,20.2,73.71,0.2852,244.5,400.2,24.2,0.0,0
2025-08-26 07:10:00,A1,19.6,74.65,0.2844,274.8,404.8,24.14,0.0,0
2025-08-26 07:20:00,A1,20.14,74.42,0.2839,362.8,408.0,24.09,0.0,0
2025-08-26 07:30:00,A1,19.65,73.86,0.2831,370.9,391.5,24.05,0.0,0
2025-08-26 07:40:00,A1,20.61,74.47,0.282,454.4,413.4,24.02,0.0,0
2025-08-26 07:50:00,A1,19.92,75.69,0.2814,480.3,403.1,24.01,0.0,0
2025-08-26 08:00:00,A1,19.5,74.89,0.2809,520.5,403.0,24.0,0.0,0
2025-08-26 08:10:00,A1,19.81,69.68,0.294,496.3,400.0,24.01,1.438,1
2025-08-26 08:20:00,A1,20.27,67.18,0.293,609.9,400.4,24.02,0.0,0
2025-08-26 08:30:00,A1,19.71,73.77,0.2921,616.6,405.2,24.05,0.0,0
2025-08-26 08:40:00,A1,19.6,68.76,0.2915,631.7,411.7,24.09,0.0,0
2025-08-26 08:50:00,A1,20.29,70.61,0.2906,679.9,434.3,24.14,0.0,0
2025-08-26 09:00:00,A1,20.35,68.27,0.2886,653.8,415.8,24.2,0.0,0
2025-08-26 09:10:00,A1,19.97,66.53,0.2874,749.5,422.7,24.28,0.0,0
2025-08-26 09:20:00,A1,20.08,70.72,0.2852,735.2,425.8,24.36,0.0,0
2025-08-26 09:30:00,A1,20.6,70.65,0.2848,752.8,425.0,24.46,0.0,0
2025-08-26 09:40:00,A1,19.69,67.45,0.2832,773.5,424.6,24.56,0.0,0
2025-08-26 09:50:00,A1,19.83,62.88,0.2827,876.8,416.9,24.68,0.0,0
2025-08-26 10:00:00,A1,20.37,66.41,0.282,847.1,439.4,24.8,0.0,0
2025-08-26 10:10:00,A1,20.81,67.71,0.2803,933.0,443.5,24.94,0.0,0
2025-08-26 10:20:00,A1,21.27,63.38,0.2967,890.2,416.8,25.09,1.811,1
2025-08-26 10:30:00,A1,22.13,66.11,0.2954,872.7,423.3,25.24,0.0,0
2025-08-26 10:40:00,A1,21.92,65.1,0.2939,906.2,430.4,25.4,0.0,0
2025-08-26 10:50:00,A1,21.48,65.67,0.2917,990.8,426.1,25.58,0.0,0
2025-08-26 11:00:00,A1,21.75,64.12,0.2893,961.2,439.0,25.76,0.0,0
2025-08-26 11:10:00,A1,21.34,61.3,0.2881,959.8,430.3,25.95,0.0,0
2025-08-26 11:20:00,A1,22.13,65.0,0.2865,989.6,454.5,26.14,0.0,0
2025-08-26 11:30:00,A1,22.17,61.64,0.2848,1006.5,447.8,26.35,0.0,0
2025-08-26 11:40:00,A1,22.75,61.25,0.2837,1029.7,441.0,26.56,0.0,0
2025-08-26 11:50:00,A1,22.28,58.79,0.2829,1042.5,448.5,26.78,0.0,0
2025-08-26 12:00:00,A1,23.31,59.11,0.2813,989.2,450.1,27.0,0.0,0
2025-08-26 12:10:00,A1,24.15,57.58,0.2885,959.3,437.6,27.23,0.885,1
2025-08-26 12:20:00,A1,23.4,58.35,0.2873,983.8,436.5,27.46,0.0,0
2025-08-26 12:30:00,A1,23.94,61.47,0.286,999.3,444.4,27.7,0.0,0
2025-08-26 12:40:00,A1,24.36,54.65,0.2848,955.9,451.5,27.95,0.0,0
2025-08-26 12:50:00,A1,23.96,53.53,0.2824,947.6,446.4,28.2,0.0,0
2025-08-26 13:00:00,A1,24.58,59.06,0.2805,976.2,433.4,28.45,0.0,0
2025-08-26 13:10:00,A1,24.71,55.07,0.2951,952.3,440.2,28.7,1.665,1
2025-08-26 13:20:00,A1,25.02,53.53,0.2936,940.7,446.6,28.96,0.0,0
2025-08-26 13:30:00,A1,24.75,56.34,0.2919,901.1,447.1,29.22,0.0,0
2025-08-26 13:40:00,A1,25.49,52.45,0.2901,899.4,464.0,29.48,0.0,0
2025-08-26 13:50:00,A1,26.04,56.73,0.2891,859.3,437.5,29.74,0.0,0
2025-08-26 14:00:00,A1,26.87,53.86,0.2876,892.7,453.0,30.0,0.0,0
2025-08-26 14:10:00,A1,26.84,50.96,0.2866,874.4,461.2,30.26,0.0,0
2025-08-26 14:20:00,A1,27.81,55.71,0.2851,763.8,467.7,30.52,0.0,0
2025-08-26 14:30:00,A1,26.32,49.66,0.283,765.5,446.5,30.78,0.0,0
2025-08-26 14:40:00,A1,27.57,51.84,0.2808,721.1,453.8,31.04,0.0,0
2025-08-26 14:50:00,A1,27.41,50.46,0.2982,717.8,454.5,31.3,1.97,1
2025-08-26 15:00:00,A1,28.87,52.0,0.2969,704.6,451.6,31.55,0.0,0
2025-08-26 15:10:00,A1,27.32,52.06,0.296,632.1,449.2,31.8,0.0,0
2025-08-26 15:20:00,A1,27.55,48.57,0.2955,615.1,453.4,32.05,0.0,0
2025-08-26 15:30:00,A1,27.94,46.59,0.2945,578.6,429.5,32.3,0.0,0
2025-08-26 15:40:00,A1,27.26,48.63,0.2937,579.8,455.0,32.54,0.0,0
2025-08-26 15:50:00,A1,28.46,45.99,0.2919,539.4,450.3,32.77,0.0,0
2025-08-26 16:00:00,A1,28.54,51.04,0.29,478.3,447.2,33.0,0.0,0
2025-08-26 16:10:00,A1,29.31,46.97,0.289,467.1,465.0,33.22,0.0,0
2025-08-26 16:20:00,A1,29.65,45.67,0.2878,406.2,442.8,33.44,0.0,0
2025-08-26 16:30:00,A1,30.78,46.51,0.2864,374.5,444.5,33.65,0.0,0
2025-08-26 16:40:00,A1,30.43,43.21,0.2852,392.2,463.1,33.86,0.0,0
2025-08-26 16:50:00,A1,29.71,43.75,0.284,340.9,440.0,34.05,0.0,0
2025-08-26 17:00:00,A1,29.7,47.91,0.2835,219.8,441.6,34.24,0.0,0
2025-08-26 17:10:00,A1,30.72,44.04,0.2828,241.3,444.1,34.42,0.0,0
2025-08-26 17:20:00,A1,29.8,43.13,0.2819,198.0,451.3,34.6,0.0,0
2025-08-26 17:30:00,A1,31.86,46.2,0.2812,96.1,445.5,34.76,0.0,0
2025-08-26 17:40:00,A1,31.62,47.43,0.2802,111.7,432.6,34.91,0.0,0
2025-08-26 17:50:00,A1,30.78,46.45,0.2902,89.8,437.9,35.06,1.128,1
2025-08-26 18:00:00,A1,30.17,46.99,0.2896,-33.7,436.4,35.2,0.0,0
2025-08-26 18:10:00,A1,32.13,43.5,0.2879,-27.5,439.6,35.32,0.0,0
2025-08-26 18:20:00,A1,31.37,42.21,0.287,30.5,442.7,35.44,0.0,0
2025-08-26 18:30:00,A1,32.29,48.13,0.2854,8.1,441.6,35.54,0.0,0
2025-08-26 18:40:00,A1,30.68,44.58,0.2847,16.5,423.0,35.64,0.0,0
2025-08-26 18:50:00,A1,31.36,44.85,0.2836,10.2,444.6,35.72,0.0,0
2025-08-26 19:00:00,A1,31.8,48.17,0.2817,11.7,437.0,35.8,0.0,0
2025-08-26 19:10:00,A1,31.89,46.81,0.2809,-39.8,444.9,35.86,0.0,0
2025-08-26 19:20:00,A1,31.64,46.82,0.3027,31.4,436.2,35.91,2.324,1
2025-08-26 19:30:00,A1,32.32,50.47,0.3018,35.1,440.3,35.95,0.0,0
2025-08-26 19:40:00,A1,31.34,45.12,0.3003,-6.9,434.0,35.98,0.0,0
2025-08-26 19:50:00,A1,31.91,48.55,0.2989,-1.3,439.8,35.99,0.0,0
2025-08-26 20:00:00,A1,32.07,47.12,0.2977,-45.9,431.9,36.0,0.0,0
2025-08-26 20:10:00,A1,32.3,47.89,0.297,15.4,425.7,35.99,0.0,0
2025-08-26 20:20:00,A1,32.4,50.77,0.2967,17.2,443.4,35.98,0.0,0
2025-08-26 20:30:00,A1,31.27,49.12,0.2952,-1.9,431.0,35.95,0.0,0
2025-08-26 20:40:00,A1,30.99,49.59,0.2947,33.7,427.2,35.91,0.0,0
2025-08-26 20:50:00,A1,32.62,51.09,0.2925,-10.0,411.1,35.86,0.0,0
2025-08-26 21:00:00,A1,31.99,48.66,0.2908,16.9,409.7,35.8,0.0,0
2025-08-26 21:10:00,A1,31.27,48.19,0.2893,-30.6,421.0,35.72,0.0,0
2025-08-26 21:20:00,A1,32.57,48.27,0.2876,-0.7,418.5,35.64,0.0,0
2025-08-26 21:30:00,A1,31.61,46.94,0.2857,-5.2,411.2,35.54,0.0,0
2025-08-26 21:40:00,A1,32.15,55.51,0.2848,6.8,415.9,35.44,0.0,0
2025-08-26 21:50:00,A1,31.36,49.73,0.2837,-11.1,426.2,35.32,0.0,0
2025-08-26 22:00:00,A1,32.43,52.06,0.2828,-3.9,417.8,35.2,0.0,0
2025-08-26 22:10:00,A1,32.11,52.52,0.282,24.8,401.9,35.06,0.0,0
2025-08-26 22:20:00,A1,30.77,54.28,0.2811,-13.1,408.8,34.91,0.0,0
2025-08-26 22:30:00,A1,31.34,55.89,0.2804,-48.2,402.1,34.76,0.0,0
2025-08-26 22:40:00,A1,30.98,56.59,0.2903,52.5,404.2,34.6,1.103,1
2025-08-26 22:50:00,A1,31.24,54.32,0.289,41.4,402.8,34.42,0.0,0
2025-08-26 23:00:00,A1,29.66,55.78,0.2875,-38.8,401.2,34.24,0.0,0
2025-08-26 23:10:00,A1,30.47,57.32,0.2864,20.7,393.8,34.05,0.0,0
2025-08-26 23:20:00,A1,30.49,56.9,0.285,-15.1,401.8,33.86,0.0,0
2025-08-26 23:30:00,A1,28.6,61.26,0.2838,7.9,397.3,33.65,0.0,0
2025-08-26 23:40:00,A1,28.73,59.67,0.283,8.8,377.3,33.44,0.0,0
2025-08-26 23:50:00,A1,28.0,60.82,0.2823,-7.0,416.2,33.22,0.0,0
2025-08-27 00:00:00,A1,28.84,61.33,0.2809,-23.5,407.5,33.0,0.0,0
2025-08-27 00:10:00,A1,29.2,63.0,0.2954,-20.7,394.9,32.77,1.575,1
2025-08-27 00:20:00,A1,29.44,61.67,0.295,-27.5,397.2,32.54,0.0,0
2025-08-27 00:30:00,A1,28.34,59.36,0.2947,-25.0,386.8,32.3,0.0,0
2025-08-27 00:40:00,A1,29.03,63.4,0.2943,-2.0,409.0,32.05,0.0,0
2025-08-27 00:50:00,A1,26.98,61.94,0.2928,-21.5,409.9,31.8,0.0,0
2025-08-27 01:00:00,A1,26.53,62.83,0.2923,20.5,395.3,31.55,0.0,0
2025-08-27 01:10:00,A1,27.27,65.68,0.2913,44.6,401.6,31.3,0.0,0
2025-08-27 01:20:00,A1,27.27,67.61,0.2902,-17.4,394.2,31.04,0.0,0
2025-08-27 01:30:00,A1,26.76,65.78,0.2894,7.2,381.6,30.78,0.0,0
2025-08-27 01:40:00,A1,25.28,66.96,0.289,15.0,388.5,30.52,0.0,0
2025-08-27 01:50:00,A1,26.21,70.33,0.2884,14.2,392.4,30.26,0.0,0
2025-08-27 02:00:00,A1,25.22,67.98,0.2872,2.3,387.4,30.0,0.0,0
2025-08-27 02:10:00,A1,26.14,73.26,0.2867,22.3,389.0,29.74,0.0,0
2025-08-27 02:20:00,A1,25.7,69.73,0.2855,14.5,389.7,29.48,0.0,0
2025-08-27 02:30:00,A1,24.65,65.61,0.2849,-37.1,389.6,29.22,0.0,0
2025-08-27 02:40:00,A1,24.65,71.15,0.2839,26.1,390.5,28.96,0.0,0
2025-08-27 02:50:00,A1,24.07,70.9,0.283,26.6,381.5,28.7,0.0,0
2025-08-27 03:00:00,A1,24.41,73.19,0.2826,-22.9,384.3,28.45,0.0,0
2025-08-27 03:10:00,A1,24.77,72.41,0.2813,1.1,379.8,28.2,0.0,0
2025-08-27 03:20:00,A1,23.36,71.21,0.2815,20.5,397.9,27.95,0.0,0
2025-08-27 03:30:00,A1,24.01,69.45,0.3036,-6.3,373.4,27.7,2.372,1
2025-08-27 03:40:00,A1,23.15,71.87,0.3026,32.2,399.7,27.46,0.0,0
2025-08-27 03:50:00,A1,22.75,70.95,0.302,70.9,401.8,27.23,0.0,0
2025-08-27 04:00:00,A1,22.94,71.83,0.3016,-23.6,388.6,27.0,0.0,0
2025-08-27 04:10:00,A1,22.16,74.48,0.3009,-41.4,370.6,26.78,0.0,0
2025-08-27 04:20:00,A1,22.23,76.93,0.3001,9.1,388.9,26.56,0.0,0
2025-08-27 04:30:00,A1,21.63,74.65,0.2997,21.6,391.8,26.35,0.0,0
2025-08-27 04:40:00,A1,23.32,71.7,0.2988,-6.9,384.7,26.14,0.0,0
2025-08-27 04:50:00,A1,21.97,75.19,0.2988,43.6,389.3,25.95,0.0,0
2025-08-27 05:00:00,A1,21.34,76.88,0.2986,-40.2,406.3,25.76,0.0,0
2025-08-27 05:10:00,A1,21.7,73.42,0.2984,20.8,400.0,25.58,0.0,0
2025-08-27 05:20:00,A1,21.34,74.5,0.2972,-18.2,388.0,25.4,0.0,0
2025-08-27 05:30:00,A1,21.11,74.9,0.2965,51.6,383.4,25.24,0.0,0
2025-08-27 05:40:00,A1,21.45,73.37,0.2957,59.8,394.4,25.09,0.0,0
2025-08-27 05:50:00,A1,21.39,76.28,0.2945,-23.0,396.2,24.94,0.0,0
2025-08-27 06:00:00,A1,20.49,74.76,0.2941,-16.5,402.8,24.8,0.0,0
2025-08-27 06:10:00,A1,20.33,75.82,0.2932,69.4,395.4,24.68,0.0,0
2025-08-27 06:20:00,A1,20.4,73.17,0.2928,75.5,404.8,24.56,0.0,0
2025-08-27 06:30:00,A1,19.08,74.0,0.2916,129.2,417.2,24.46,0.0,0
2025-08-27 06:40:00,A1,19.45,76.22,0.2918,174.4,409.3,24.36,0.0,0
2025-08-27 06:50:00,A1,21.1,73.9,0.2906,158.8,403.5,24.28,0.0,0
2025-08-27 07:00:00,A1,21.19,77.94,0.2899,258.4,403.5,24.2,0.0,0
2025-08-27 07:10:00,A1,19.99,73.51,0.2895,280.0,403.3,24.14,0.0,0
2025-08-27 07:20:00,A1,20.44,74.54,0.2884,327.2,416.8,24.09,0.0,0
2025-08-27 07:30:00,A1,20.24,75.72,0.288,426.0,403.5,24.05,0.0,0
2025-08-27 07:40:00,A1,21.87,70.76,0.2864,384.9,410.1,24.02,0.0,0
2025-08-27 07:50:00,A1,20.68,69.78,0.2862,486.1,411.4,24.01,0.0,0
2025-08-27 08:00:00,A1,19.92,69.94,0.2853,491.6,408.2,24.0,0.0,0
2025-08-27 08:10:00,A1,19.43,75.18,0.2841,528.9,402.5,24.01,0.0,0
2025-08-27 08:20:00,A1,19.06,71.18,0.283,597.3,417.4,24.02,0.0,0
2025-08-27 08:30:00,A1,20.17,77.02,0.2824,619.0,415.6,24.05,0.0,0
2025-08-27 08:40:00,A1,19.64,70.36,0.2811,659.9,421.4,24.09,0.0,0
2025-08-27 08:50:00,A1,19.29,71.43,0.3044,704.6,414.4,24.14,2.463,1
2025-08-27 09:00:00,A1,19.82,73.69,0.3032,697.2,429.8,24.2,0.0,0
2025-08-27 09:10:00,A1,19.63,74.15,0.3016,718.9,414.3,24.28,0.0,0
2025-08-27 09:20:00,A1,21.37,73.76,0.3014,733.5,436.3,24.36,0.0,0
2025-08-27 09:30:00,A1,20.99,71.55,0.3,768.6,409.9,24.46,0.0,0
2025-08-27 09:40:00,A1,20.56,70.65,0.2992,907.6,428.7,24.56,0.0,0
2025-08-27 09:50:00,A1,21.57,69.24,0.298,880.7,430.3,24.68,0.0,0
2025-08-27 10:00:00,A1,20.85,69.06,0.2964,825.5,421.4,24.8,0.0,0
2025-08-27 10:10:00,A1,20.42,65.82,0.2953,847.3,432.4,24.94,0.0,0
2025-08-27 10:20:00,A1,22.0,64.7,0.2943,920.8,440.5,25.09,0.0,0
2025-08-27 10:30:00,A1,21.56,65.73,0.293,940.3,413.7,25.24,0.0,0
2025-08-27 10:40:00,A1,20.78,64.79,0.2923,956.2,436.7,25.4,0.0,0
2025-08-27 10:50:00,A1,21.46,63.6,0.2916,946.1,413.9,25.58,0.0,0
2025-08-27 11:00:00,A1,21.23,65.28,0.2907,962.2,427.3,25.76,0.0,0
2025-08-27 11:10:00,A1,21.12,65.16,0.2892,986.1,449.2,25.95,0.0,0
2025-08-27 11:20:00,A1,22.7,62.78,0.2873,987.4,432.6,26.14,0.0,0
2025-08-27 11:30:00,A1,23.49,64.91,0.2856,924.9,428.9,26.35,0.0,0
2025-08-27 11:40:00,A1,21.72,59.02,0.2843,989.3,437.7,26.56,0.0,0
2025-08-27 11:50:00,A1,23.11,60.27,0.2832,973.5,456.8,26.78,0.0,0
2025-08-27 12:00:00,A1,22.61,58.57,0.2807,1005.3,426.6,27.0,0.0,0
2025-08-27 12:10:00,A1,22.94,55.61,0.2928,1088.6,433.7,27.23,1.364,1
2025-08-27 12:20:00,A1,23.11,58.53,0.2914,1007.2,455.0,27.46,0.0,0
2025-08-27 12:30:00,A1,23.19,57.8,0.2902,982.0,458.7,27.7,0.0,0
2025-08-27 12:40:00,A1,23.98,60.42,0.2893,1012.5,443.7,27.95,0.0,0
2025-08-27 12:50:00,A1,23.7,58.02,0.2877,990.8,435.4,28.2,0.0,0
2025-08-27 13:00:00,A1,24.61,54.07,0.2866,978.5,462.7,28.45,0.0,0
2025-08-27 13:10:00,A1,24.67,59.2,0.2859,971.9,459.4,28.7,0.0,0
2025-08-27 13:20:00,A1,24.81,57.31,0.285,1001.4,452.6,28.96,0.0,0
2025-08-27 13:30:00,A1,24.67,55.42,0.2829,890.0,441.2,29.22,0.0,0
2025-08-27 13:40:00,A1,25.13,53.21,0.2813,920.5,447.8,29.48,0.0,0
2025-08-27 13:50:00,A1,26.19,51.15,0.2992,859.2,447.3,29.74,1.972,1
2025-08-27 14:00:00,A1,26.3,51.76,0.2979,882.7,451.6,30.0,0.0,0
2025-08-27 14:10:00,A1,25.68,54.12,0.2964,815.8,460.9,30.26,0.0,0
2025-08-27 14:20:00,A1,26.58,55.17,0.2938,806.6,456.6,30.52,0.0,0
2025-08-27 14:30:00,A1,27.23,53.96,0.293,784.5,441.1,30.78,0.0,0
2025-08-27 14:40:00,A1,26.04,49.38,0.2912,795.3,460.9,31.04,0.0,0
2025-08-27 14:50:00,A1,27.62,47.63,0.2896,764.8,452.5,31.3,0.0,0
2025-08-27 15:00:00,A1,27.16,49.68,0.288,669.7,455.5,31.55,0.0,0
2025-08-27 15:10:00,A1,28.15,45.4,0.287,677.2,461.7,31.8,0.0,0
2025-08-27 15:20:00,A1,27.59,49.16,0.2841,621.5,441.0,32.05,0.0,0
2025-08-27 15:30:00,A1,27.21,47.8,0.2827,571.0,449.5,32.3,0.0,0
2025-08-27 15:40:00,A1,27.56,46.78,0.2813,567.1,445.3,32.54,0.0,0
2025-08-27 15:50:00,A1,28.8,44.16,0.2893,528.0,436.7,32.77,0.966,1
2025-08-27 16:00:00,A1,29.16,48.04,0.2886,572.8,451.8,33.0,0.0,0
2025-08-27 16:10:00,A1,28.68,45.63,0.2874,474.7,468.7,33.22,0.0,0
2025-08-27 16:20:00,A1,29.82,44.07,0.2866,381.3,433.5,33.44,0.0,0
2025-08-27 16:30:00,A1,28.66,40.4,0.285,365.7,447.5,33.65,0.0,0
2025-08-27 16:40:00,A1,29.82,45.85,0.2833,372.7,452.3,33.86,0.0,0
2025-08-27 16:50:00,A1,29.33,49.24,0.2825,363.4,447.6,34.05,0.0,0
2025-08-27 17:00:00,A1,29.85,48.83,0.2815,211.2,445.1,34.24,0.0,0
2025-08-27 17:10:00,A1,30.45,44.44,0.2979,160.0,434.9,34.42,1.839,1
2025-08-27 17:20:00,A1,30.08,44.02,0.2964,229.8,446.4,34.6,0.0,0
2025-08-27 17:30:00,A1,30.53,46.07,0.2949,142.2,437.7,34.76,0.0,0
2025-08-27 17:40:00,A1,31.52,43.06,0.2924,61.1,425.5,34.91,0.0,0
2025-08-27 17:50:00,A1,30.71,45.62,0.2915,59.7,451.7,35.06,0.0,0
2025-08-27 18:00:00,A1,31.7,46.53,0.2899,-79.1,448.9,35.2,0.0,0
2025-08-27 18:10:00,A1,30.64,47.47,0.2879,0.1,440.7,35.32,0.0,0
2025-08-27 18:20:00,A1,31.76,44.86,0.2854,9.8,441.1,35.44,0.0,0
2025-08-27 18:30:00,A1,32.41,44.72,0.2847,27.7,446.9,35.54,0.0,0
2025-08-27 18:40:00,A1,30.16,43.47,0.2838,-30.4,439.0,35.64,0.0,0
2025-08-27 18:50:00,A1,31.24,43.7,0.2826,2.6,443.4,35.72,0.0,0
2025-08-27 19:00:00,A1,32.14,45.06,0.2822,-27.8,432.6,35.8,0.0,0
2025-08-27 19:10:00,A1,31.74,46.43,0.2815,7.7,444.3,35.86,0.0,0
2025-08-27 19:20:00,A1,32.13,47.73,0.2812,-26.9,435.2,35.91,0.0,0
2025-08-27 19:30:00,A1,31.59,44.54,0.2894,-12.2,433.0,35.95,0.992,1
2025-08-27 19:40:00,A1,32.03,49.39,0.2883,-29.9,420.1,35.98,0.0,0
2025-08-27 19:50:00,A1,31.9,46.15,0.2871,19.5,431.3,35.99,0.0,0
2025-08-27 20:00:00,A1,32.7,46.97,0.2863,25.8,421.1,36.0,0.0,0
2025-08-27 20:10:00,A1,32.15,45.85,0.2852,-7.0,421.4,35.99,0.0,0
2025-08-27 20:20:00,A1,32.18,42.86,0.2845,1.1,418.7,35.98,0.0,0
2025-08-27 20:30:00,A1,31.7,49.87,0.2838,-43.5,415.4,35.95,0.0,0
2025-08-27 20:40:00,A1,31.62,49.98,0.2838,-9.0,439.6,35.91,0.0,0
2025-08-27 20:50:00,A1,31.6,48.38,0.2826,-1.5,432.0,35.86,0.0,0
2025-08-27 21:00:00,A1,32.03,49.53,0.281,78.6,435.4,35.8,0.0,0
2025-08-27 21:10:00,A1,31.47,50.9,0.2801,-33.4,408.9,35.72,0.0,0
2025-08-27 21:20:00,A1,31.81,47.23,0.2991,43.9,418.0,35.64,2.056,1
2025-08-27 21:30:00,A1,32.79,49.81,0.2977,29.9,405.7,35.54,0.0,0
2025-08-27 21:40:00,A1,31.96,52.98,0.2963,8.4,409.2,35.44,0.0,0
2025-08-27 21:50:00,A1,31.13,49.43,0.2956,52.8,406.2,35.32,0.0,0
2025-08-27 22:00:00,A1,31.92,53.09,0.2944,11.2,422.2,35.2,0.0,0
2025-08-27 22:10:00,A1,30.82,50.36,0.2931,11.7,407.8,35.06,0.0,0
2025-08-27 22:20:00,A1,29.69,54.59,0.2929,-1.6,418.3,34.91,0.0,0
2025-08-27 22:30:00,A1,30.16,54.19,0.2914,36.7,413.4,34.76,0.0,0
2025-08-27 22:40:00,A1,29.47,51.64,0.2905,32.9,425.8,34.6,0.0,0
2025-08-27 22:50:00,A1,30.21,57.82,0.2898,-18.8,394.3,34.42,0.0,0
2025-08-27 23:00:00,A1,30.25,54.65,0.288,-39.6,415.1,34.24,0.0,0
2025-08-27 23:10:00,A1,31.06,55.13,0.2872,-6.1,413.1,34.05,0.0,0
2025-08-27 23:20:00,A1,30.05,57.8,0.2857,-24.0,395.0,33.86,0.0,0
2025-08-27 23:30:00,A1,29.52,60.34,0.2851,-1.9,409.8,33.65,0.0,0
2025-08-27 23:40:00,A1,29.94,56.66,0.2836,37.1,403.4,33.44,0.0,0
2025-08-27 23:50:00,A1,27.9,59.47,0.2831,-13.7,397.9,33.22,0.0,0
2025-08-28 00:00:00,A1,29.14,60.86,0.2827,-1.3,392.2,33.0,0.0,0
2025-08-28 00:10:00,A1,29.23,62.04,0.2821,1.7,392.1,32.77,0.0,0
2025-08-28 00:20:00,A1,27.65,61.66,0.2813,25.5,413.4,32.54,0.0,0
2025-08-28 00:30:00,A1,28.98,61.22,0.2803,-67.4,396.2,32.3,0.0,0
2025-08-28 00:40:00,A1,28.26,60.95,0.3039,-18.2,401.7,32.05,2.476,1
2025-08-28 00:50:00,A1,27.56,63.42,0.3037,6.3,388.4,31.8,0.0,0
2025-08-28 01:00:00,A1,27.93,61.74,0.3024,36.0,387.8,31.55,0.0,0
2025-08-28 01:10:00,A1,28.66,58.67,0.3009,-14.8,402.0,31.3,0.0,0
2025-08-28 01:20:00,A1,27.15,66.0,0.3004,-56.3,382.0,31.04,0.0,0
2025-08-28 01:30:00,A1,26.93,67.55,0.2991,18.6,389.0,30.78,0.0,0
2025-08-28 01:40:00,A1,26.25,61.61,0.2978,-19.1,392.1,30.52,0.0,0
2025-08-28 01:50:00,A1,25.75,64.91,0.2963,-35.7,392.3,30.26,0.0,0
2025-08-28 02:00:00,A1,26.5,68.74,0.2952,-18.7,389.6,30.0,0.0,0
